RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTGeometryReasoningSummary,GPTEntityReasoningSummary,GPTEntityDecisiveRule,GPTError,GPTConfidence,GPTGeometryConfidence,GPTEntityConfidence,RunID
38,Geluidscontouren luchtvaart,Noise contours air traffic,https://maps.amsterdam.nl/open_geodata/?k=252,https://maps.amsterdam.nl/geluid,GELUID_LUCHTVAART_LDEN,PlainVectorRegion,ContourDS,Geluidskaart 2021,"Op de Geluidskaart Amsterdam is de (berekende) geluidbelasting weergegeven voor de belangrijkste verkeersbronnen in de stad. De geluidsbelasting (in decibellen oftewel dB) is voor twee situaties weergegeven:

de gemiddelde geluidsbelasting over het etmaal, uitgedrukt in de Europese geluidsmaat Lden (Lday-evening-night).
de gemiddelde geluidsbelasting in de nachtperiode (van 23 uur tot 7 uur), uitgedrukt in de Europese geluidsmaat Lnight. Nachtelijk lawaai in onze woonomgeving kan de slaap verstoren.
Alleen voor industrielawaai wordt nog een Nederlandse geluidsmaat - de etmaalwaarde - gebruikt, die weergegeven wordt in dB(A). Onderstaand worden de verschillende begrippen nader verklaard.
U kunt in het invoerveld rechtsboven de geluidskaarten ook een adres invoeren om bijvoorbeeld de situatie voor uw eigen woonomgeving weer te geven.


Beschrijving van de opgenomen kaarten

Wegverkeer
Bij de berekeningen voor wegverkeer is uitgegaan van de verkeersintensiteiten op de wegen zoals die door de afdeling Verkeer en Openbare ruime (VOR) zijn geregistreerd. Per weg is daarbij aangegeven hoeveel motoren, personenauto’s, bussen, middelzware en zware vrachtauto’s gemiddeld per uur gedurende de dag- avond- en nachtperiode passeren. Aan de hand van het soort wegdekverharding (asfalt, klinkers), de wettelijk toegestane rijsnelheid en de eventuele aanwezigheid van geluidsschermen is de geluidbelasting in de omgeving van de weg berekend. Wegverkeerslawaai omvat het totale geluid van motoren, auto’s, bussen, vrachtwagens én trams.

Railverkeer en luchtvaartlawaai
Voor railverkeer- en luchtvaartlawaai zijn de gegevens beschikbaar gesteld door de bronbeheerders, te weten ProRail en het ministerie van Infrastructuur en Milieu.

Industrielawaai
Voor industrielawaai zijn de geluidniveaus ook weergegeven vanaf 55 dB (Lden) en vanaf 50 dB (Lnight). Ook is de grens van de gezoneerde industrieterreinen aangegeven alsmede de terreinafbakening van de 55 dB-inrichtingen. 


Verklaring van begrippen

dB of dB(A)
Met deze afkorting wordt `decibel` bedoeld. Het is de eenheid waarmee de sterkte van het geluid wordt uitgedrukt. In de wetgeving wordt een onderscheid gemaakt tussen dB en dB(A). Met dB worden de decibels bedoeld die zijn uitgedrukt in de Europese geluidsmaat Lden terwijl met dB(A) de decibels worden uitgedrukt als etmaalwaarde.

Lden
Lden is een manier om de jaargemiddelde geluidsbelasting uit te drukken. Deze dosismaat wordt gebruikt voor omgevingslawaai. Sinds 2004 zijn alle Europese landen verplicht om de Lden te gebruiken. Voor Lden wordt het etmaal verdeeld in een:

Dagperiode van 07.00 - 19.00 uur
Avondperiode van 19.00 - 23.00 uur
Nachtperiode van 23.00 - 07.00 uur.
Bij het geluid in de avond en de nachtperiode wordt 5 resp. 10 dB opgeteld omdat geluid in deze perioden hinderlijker is dan overdag. Tenslotte worden deze waarden `logaritmisch` gemiddeld. Het resultaat wordt Lden genoemd. Het wordt gebruikt om de hinder in beeld te brengen.

Lnight
Met Lnight wordt de geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur) bedoeld. Hiermee wordt de mate van slaapverstoring in beeld gebracht.

Etmaalwaarde
Ook de etmaalwaarde is een manier om de geluidsbelasting uit te drukken. Het is echter geen jaargemiddelde maar de hoogste waarde van de volgende drie:

de geluidsbelasting gedurende de dagperiode (07.00 - 19.00 uur)
de geluidsbelasting gedurende de avondperiode (19.00 - 23.00 uur), vermeerderd met een toeslag van 5 dB(A)
De geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur), vermeerderd met een toeslag van 10 dB(A).
In de Nederlandse wetgeving en ook in de geluidskaarten wordt alleen nog voor industrielawaai de etmaalwaarde voorgeschreven. Voor alle andere bronnen wordt uitgegaan van de Europese geluidsmaat (de Lden).",https://maps.amsterdam.nl/geluid,PlainVectorRegion,ContourDS,"Geometry: The layer represents air-traffic noise contour polygons, which are thematic regions rather than points or lines. Although the polygons touch and have shared boundaries, they do not form a complete coverage of the study area like an administrative tessellation, so PlainVectorRegion fits best. | Entity: The layer maps noise-contour areas in decibel classes (e.g., 55-60, 60-65, >70 dB) from the Amsterdam noise map. For PlainVectorRegion, the decisive rule is interval/band/value-class representation rather than object, patch, or amount mapping.","The layer represents air-traffic noise contour polygons, which are thematic regions rather than points or lines. Although the polygons touch and have shared boundaries, they do not form a complete coverage of the study area like an administrative tessellation, so PlainVectorRegion fits best.","The layer maps noise-contour areas in decibel classes (e.g., 55-60, 60-65, >70 dB) from the Amsterdam noise map. For PlainVectorRegion, the decisive rule is interval/band/value-class representation rather than object, patch, or amount mapping.",Region Q6 ContourDS,,0.925,0.87,0.98,V4_gpt
39,Geluidscontouren verkeer (deel 1),Noise contours traffic (part 1),https://maps.amsterdam.nl/open_geodata/?k=267,https://maps.amsterdam.nl/geluid1,GELUID_VERKEER,PlainVectorRegion,ContourDS,Geluidskaart 2021,"Op de Geluidskaart Amsterdam is de (berekende) geluidbelasting weergegeven voor de belangrijkste verkeersbronnen in de stad. De geluidsbelasting (in decibellen oftewel dB) is voor twee situaties weergegeven:

de gemiddelde geluidsbelasting over het etmaal, uitgedrukt in de Europese geluidsmaat Lden (Lday-evening-night).
de gemiddelde geluidsbelasting in de nachtperiode (van 23 uur tot 7 uur), uitgedrukt in de Europese geluidsmaat Lnight. Nachtelijk lawaai in onze woonomgeving kan de slaap verstoren.
Alleen voor industrielawaai wordt nog een Nederlandse geluidsmaat - de etmaalwaarde - gebruikt, die weergegeven wordt in dB(A). Onderstaand worden de verschillende begrippen nader verklaard.
U kunt in het invoerveld rechtsboven de geluidskaarten ook een adres invoeren om bijvoorbeeld de situatie voor uw eigen woonomgeving weer te geven.


Beschrijving van de opgenomen kaarten

Wegverkeer
Bij de berekeningen voor wegverkeer is uitgegaan van de verkeersintensiteiten op de wegen zoals die door de afdeling Verkeer en Openbare ruime (VOR) zijn geregistreerd. Per weg is daarbij aangegeven hoeveel motoren, personenauto’s, bussen, middelzware en zware vrachtauto’s gemiddeld per uur gedurende de dag- avond- en nachtperiode passeren. Aan de hand van het soort wegdekverharding (asfalt, klinkers), de wettelijk toegestane rijsnelheid en de eventuele aanwezigheid van geluidsschermen is de geluidbelasting in de omgeving van de weg berekend. Wegverkeerslawaai omvat het totale geluid van motoren, auto’s, bussen, vrachtwagens én trams.

Railverkeer en luchtvaartlawaai
Voor railverkeer- en luchtvaartlawaai zijn de gegevens beschikbaar gesteld door de bronbeheerders, te weten ProRail en het ministerie van Infrastructuur en Milieu.

Industrielawaai
Voor industrielawaai zijn de geluidniveaus ook weergegeven vanaf 55 dB (Lden) en vanaf 50 dB (Lnight). Ook is de grens van de gezoneerde industrieterreinen aangegeven alsmede de terreinafbakening van de 55 dB-inrichtingen. 


Verklaring van begrippen

dB of dB(A)
Met deze afkorting wordt `decibel` bedoeld. Het is de eenheid waarmee de sterkte van het geluid wordt uitgedrukt. In de wetgeving wordt een onderscheid gemaakt tussen dB en dB(A). Met dB worden de decibels bedoeld die zijn uitgedrukt in de Europese geluidsmaat Lden terwijl met dB(A) de decibels worden uitgedrukt als etmaalwaarde.

Lden
Lden is een manier om de jaargemiddelde geluidsbelasting uit te drukken. Deze dosismaat wordt gebruikt voor omgevingslawaai. Sinds 2004 zijn alle Europese landen verplicht om de Lden te gebruiken. Voor Lden wordt het etmaal verdeeld in een:

Dagperiode van 07.00 - 19.00 uur
Avondperiode van 19.00 - 23.00 uur
Nachtperiode van 23.00 - 07.00 uur.
Bij het geluid in de avond en de nachtperiode wordt 5 resp. 10 dB opgeteld omdat geluid in deze perioden hinderlijker is dan overdag. Tenslotte worden deze waarden `logaritmisch` gemiddeld. Het resultaat wordt Lden genoemd. Het wordt gebruikt om de hinder in beeld te brengen.

Lnight
Met Lnight wordt de geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur) bedoeld. Hiermee wordt de mate van slaapverstoring in beeld gebracht.

Etmaalwaarde
Ook de etmaalwaarde is een manier om de geluidsbelasting uit te drukken. Het is echter geen jaargemiddelde maar de hoogste waarde van de volgende drie:

de geluidsbelasting gedurende de dagperiode (07.00 - 19.00 uur)
de geluidsbelasting gedurende de avondperiode (19.00 - 23.00 uur), vermeerderd met een toeslag van 5 dB(A)
De geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur), vermeerderd met een toeslag van 10 dB(A).
In de Nederlandse wetgeving en ook in de geluidskaarten wordt alleen nog voor industrielawaai de etmaalwaarde voorgeschreven. Voor alle andere bronnen wordt uitgegaan van de Europese geluidsmaat (de Lden).",https://maps.amsterdam.nl/geluid,PlainVectorRegion,ContourDS,"Geometry: The layer is a set of noise contour polygons, which are thematic area regions rather than a full partition or grid. Topology hints show some adjacency, but the contours do not represent a tessellating coverage of the study area. | Entity: The layer maps noise contours / banded noise levels (Lden and Lnight) as polygon classes, so the mapped regions are interval/value bands rather than objects or reporting units. Decisive rule: Region Q6 ContourDS.","The layer is a set of noise contour polygons, which are thematic area regions rather than a full partition or grid. Topology hints show some adjacency, but the contours do not represent a tessellating coverage of the study area.","The layer maps noise contours / banded noise levels (Lden and Lnight) as polygon classes, so the mapped regions are interval/value bands rather than objects or reporting units. Decisive rule: Region Q6 ContourDS.",Region Q6 ContourDS,,0.965,0.95,0.98,V4_gpt
40,Geluidscontouren verkeer (deel 2),Noise contours traffic (part 2),https://maps.amsterdam.nl/open_geodata/?k=134,https://maps.amsterdam.nl/geluid,GELUID_VERKEER_2,PlainVectorRegion,ContourDS,Geluidskaart 2021,"Op de Geluidskaart Amsterdam is de (berekende) geluidbelasting weergegeven voor de belangrijkste verkeersbronnen in de stad. De geluidsbelasting (in decibellen oftewel dB) is voor twee situaties weergegeven:

de gemiddelde geluidsbelasting over het etmaal, uitgedrukt in de Europese geluidsmaat Lden (Lday-evening-night).
de gemiddelde geluidsbelasting in de nachtperiode (van 23 uur tot 7 uur), uitgedrukt in de Europese geluidsmaat Lnight. Nachtelijk lawaai in onze woonomgeving kan de slaap verstoren.
Alleen voor industrielawaai wordt nog een Nederlandse geluidsmaat - de etmaalwaarde - gebruikt, die weergegeven wordt in dB(A). Onderstaand worden de verschillende begrippen nader verklaard.
U kunt in het invoerveld rechtsboven de geluidskaarten ook een adres invoeren om bijvoorbeeld de situatie voor uw eigen woonomgeving weer te geven.


Beschrijving van de opgenomen kaarten

Wegverkeer
Bij de berekeningen voor wegverkeer is uitgegaan van de verkeersintensiteiten op de wegen zoals die door de afdeling Verkeer en Openbare ruime (VOR) zijn geregistreerd. Per weg is daarbij aangegeven hoeveel motoren, personenauto’s, bussen, middelzware en zware vrachtauto’s gemiddeld per uur gedurende de dag- avond- en nachtperiode passeren. Aan de hand van het soort wegdekverharding (asfalt, klinkers), de wettelijk toegestane rijsnelheid en de eventuele aanwezigheid van geluidsschermen is de geluidbelasting in de omgeving van de weg berekend. Wegverkeerslawaai omvat het totale geluid van motoren, auto’s, bussen, vrachtwagens én trams.

Railverkeer en luchtvaartlawaai
Voor railverkeer- en luchtvaartlawaai zijn de gegevens beschikbaar gesteld door de bronbeheerders, te weten ProRail en het ministerie van Infrastructuur en Milieu.

Industrielawaai
Voor industrielawaai zijn de geluidniveaus ook weergegeven vanaf 55 dB (Lden) en vanaf 50 dB (Lnight). Ook is de grens van de gezoneerde industrieterreinen aangegeven alsmede de terreinafbakening van de 55 dB-inrichtingen. 


Verklaring van begrippen

dB of dB(A)
Met deze afkorting wordt `decibel` bedoeld. Het is de eenheid waarmee de sterkte van het geluid wordt uitgedrukt. In de wetgeving wordt een onderscheid gemaakt tussen dB en dB(A). Met dB worden de decibels bedoeld die zijn uitgedrukt in de Europese geluidsmaat Lden terwijl met dB(A) de decibels worden uitgedrukt als etmaalwaarde.

Lden
Lden is een manier om de jaargemiddelde geluidsbelasting uit te drukken. Deze dosismaat wordt gebruikt voor omgevingslawaai. Sinds 2004 zijn alle Europese landen verplicht om de Lden te gebruiken. Voor Lden wordt het etmaal verdeeld in een:

Dagperiode van 07.00 - 19.00 uur
Avondperiode van 19.00 - 23.00 uur
Nachtperiode van 23.00 - 07.00 uur.
Bij het geluid in de avond en de nachtperiode wordt 5 resp. 10 dB opgeteld omdat geluid in deze perioden hinderlijker is dan overdag. Tenslotte worden deze waarden `logaritmisch` gemiddeld. Het resultaat wordt Lden genoemd. Het wordt gebruikt om de hinder in beeld te brengen.

Lnight
Met Lnight wordt de geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur) bedoeld. Hiermee wordt de mate van slaapverstoring in beeld gebracht.

Etmaalwaarde
Ook de etmaalwaarde is een manier om de geluidsbelasting uit te drukken. Het is echter geen jaargemiddelde maar de hoogste waarde van de volgende drie:

de geluidsbelasting gedurende de dagperiode (07.00 - 19.00 uur)
de geluidsbelasting gedurende de avondperiode (19.00 - 23.00 uur), vermeerderd met een toeslag van 5 dB(A)
De geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur), vermeerderd met een toeslag van 10 dB(A).
In de Nederlandse wetgeving en ook in de geluidskaarten wordt alleen nog voor industrielawaai de etmaalwaarde voorgeschreven. Voor alle andere bronnen wordt uitgegaan van de Europese geluidsmaat (de Lden).",https://maps.amsterdam.nl/geluid,PlainVectorRegion,ContourDS,"Geometry: The layer contains polygon noise contours and related zones, but it is not a complete partition of Amsterdam; the topology hints also suggest mostly isolated or overlapping contour regions rather than a tessellated coverage. | Entity: The layer maps noise-contour classes/bands (e.g., 50-55 dB, >70 dB) for traffic noise. The polygons represent interval/value zones rather than objects or reporting units, so the decisive rule is the region contour/band check.","The layer contains polygon noise contours and related zones, but it is not a complete partition of Amsterdam; the topology hints also suggest mostly isolated or overlapping contour regions rather than a tessellated coverage.","The layer maps noise-contour classes/bands (e.g., 50-55 dB, >70 dB) for traffic noise. The polygons represent interval/value zones rather than objects or reporting units, so the decisive rule is the region contour/band check.",Region Q6 ContourDS,,0.905,0.85,0.96,V4_gpt
41,Verkiezingen Gemeenteraad 2018,Elections Municipality 2018,https://maps.amsterdam.nl/open_geodata/?k=250,https://maps.amsterdam.nl/gemeenteraad2018,GEMEENTERAAD2018,PointDS,ObjectDS,Atlas Verkiezingen,"In deze Atlas Verkiezingen zijn de kaarten met uitslagen per stemlocaties van verschillende verkiezingen samengevoegd.

De cirkelgroottes zijn tussen de verkiezingen onderling vergelijkbaar.
Dat betekent dat eenzelfde cirkelgrootte bij elke verkiezing hetzelfde aantal of dezelfde verhouding voorstelt. 
De cirkelgroottes tussen Amsterdam en Zaanstad zijn verschillend, omdat de gebiedsgrootte verschillend is er er verder op Zaanstad is ingezoomd.
Voor de berekening van de cirkelgrootte van aantallen is een lineaire schaal gebruikt. Hierdoor worden verschillen tussen weinig en veel stemmen wat uitvergroot. 
Voor de leesbaarheid van de taartpunt-grafiekjes is een vierkantswortel schaal gebruikt, die de verschillen wat middelen.

De kaarten zijn individueel te bekijken op:
2024 - Europees Parlement
2023 - Tweede Kamer
2023 - Provinciale Staten
2022 - Gemeenteraad
2021 - Tweede Kamer
2019 - Europees Parlement
2019 - Provinciale Staten
2018 - Gemeenteraad
2017 - Tweede Kamer

Zie ook de Atlas Verkiezingen Zaanstad",https://maps.amsterdam.nl/atlas_verkiezingen,PointDS,ObjectDS,"Geometry: The layer contains 792 Point features and the map description says results are shown per voting locations with circle sizes, indicating point symbols at polling stations rather than lines or areas. | Entity: This point layer represents discrete polling/stem locations such as schools, halls, and other named voting sites, with vote totals as attributes. The map is about identifiable places/facilities, not the numeric magnitudes themselves.","The layer contains 792 Point features and the map description says results are shown per voting locations with circle sizes, indicating point symbols at polling stations rather than lines or areas.","This point layer represents discrete polling/stem locations such as schools, halls, and other named voting sites, with vote totals as attributes. The map is about identifiable places/facilities, not the numeric magnitudes themselves.",PointDS -> Q4 A: distinct real-world thing/place/facility/object -> ObjectDS,,0.98,0.99,0.97,V4_gpt
42,Groene daken,Green roofs,https://maps.amsterdam.nl/open_geodata/?k=51,https://maps.amsterdam.nl/groene_daken,GROENE_DAKEN,PointDS,ObjectDS,Groene en multifunctionele daken,Op deze kaart vind je een overzicht van groene en multifunctionele daken in Amsterdam. Staat je dak er nog niet bij? Laat het ons dan weten. Dan zetten we jouw dak erbij.,https://maps.amsterdam.nl/dakenlandschap,PointDS,ObjectDS,"Geometry: The layer is an overview of green/multifunctional roofs, and the dataset contains only Point geometries for 457 features. This matches a point-based dataset rather than regions or lines. | Entity: Point features are individual green-roof sites on specific addresses/buildings, with classification and area/year as attributes; the layer maps identifiable objects rather than measurements or amounts. Decisive rule: PointDS -> Q4 A (distinct real-world object/place/facility) -> ObjectDS.","The layer is an overview of green/multifunctional roofs, and the dataset contains only Point geometries for 457 features. This matches a point-based dataset rather than regions or lines.","Point features are individual green-roof sites on specific addresses/buildings, with classification and area/year as attributes; the layer maps identifiable objects rather than measurements or amounts. Decisive rule: PointDS -> Q4 A (distinct real-world object/place/facility) -> ObjectDS.",Point branch Q4A ObjectDS,,0.975,0.99,0.96,V4_gpt
43,Grondgebruik 2017,Land use 2017,https://maps.amsterdam.nl/open_geodata/?k=152,https://maps.amsterdam.nl/grondgebruik,GRONDGEBRUIK_2017,VectorTessellation,CoverageDS,,,,VectorTessellation,CoverageDS,"Geometry: This is a polygon land-use layer with many adjacent polygons, high shared-boundary ratio, and near-complete area coverage, which fits a tessellated regional partition. | Entity: The layer is land use classification ('Grondgebruik 2017') with polygons labeled by exhaustive category codes such as traffic area, living area, water, rural area, and parks. This matches a full-area thematic classification rather than reporting units or selected patches.","This is a polygon land-use layer with many adjacent polygons, high shared-boundary ratio, and near-complete area coverage, which fits a tessellated regional partition.","The layer is land use classification ('Grondgebruik 2017') with polygons labeled by exhaustive category codes such as traffic area, living area, water, rural area, and parks. This matches a full-area thematic classification rather than reporting units or selected patches.",Region Q5 CoverageDS,,0.985,0.99,0.98,V4_gpt
44,Historische bebouwing,Historical buildings,https://maps.amsterdam.nl/open_geodata/?k=118,https://maps.amsterdam.nl/archeologie,HISTORISCHE_BEBOUWING,PointDS,ObjectDS,Publiekskaart Archeologie,"Amsterdam kent een rijke verzameling aan archeologische vindplaatsen. Dit kunnen losse voorwerpen of scherven zijn maar ook allerlei structuren zoals afval- en ophogingslagen, funderingen, kelders, beerputten, verdedigingsmuren of gedempte waterwegen. Deze archeologische sporen zijn bijzonder omdat ze verbonden zijn met het dagelijkse leven vanaf het allereerste begin van de stad. De afgelopen 45 jaar heeft Monumenten en Archeologie bij bouwprojecten overal in de stad onderzoek uitgevoerd. Op deze kaart worden een selectie van vindplaatsen online toegankelijk gemaakt, in combinatie met vijf historische kaarten als onderlegger. 

Ieder vlakje op de kaart geeft een doorkijk naar de geschiedenis van die specifieke plek. Door op één van deze archeologische locaties te klikken verschijnen het adres, gegevens over het onderzoek en de vondsten, een foto en een verwijzing naar meer achtergrondinformatie. 

Disclaimer
De inhoud van deze kaart is niet volledig en niet up-to-date. De informatie is bedoeld voor een breed publiek en niet voor professionals
Monumenten en Archeologie (MenA) is de bronhouder van de aangeboden kaartlagen en dient vermeld te worden indien u verwijst naar deze kaartlagen.",https://maps.amsterdam.nl/archeologie,PointDS,ObjectDS,"Geometry: The layer represents selectable archaeological locations/buildings on a map, and the dataset contains only Point geometries (200 points). | Entity: The points represent identifiable historical buildings/archeological sites and structures (e.g., churches, gates, monasteries) with names, functions, and dates; the numeric fields are time attributes, not the main phenomenon. Decisive rule: PointDS branch Q4A -> ObjectDS.","The layer represents selectable archaeological locations/buildings on a map, and the dataset contains only Point geometries (200 points).","The points represent identifiable historical buildings/archeological sites and structures (e.g., churches, gates, monasteries) with names, functions, and dates; the numeric fields are time attributes, not the main phenomenon. Decisive rule: PointDS branch Q4A -> ObjectDS.",PointDS Q4A ObjectDS,,0.975,0.98,0.97,V4_gpt
45,Hoe groot is Amsterdam,How big is Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=166,https://maps.amsterdam.nl/hoegroot,HOEGROOT,PlainVectorRegion,ObjectDS,Hoe groot is Amsterdam?,"Verschuif de grenzen van Amsterdam (gemeente, agglomeratie, metropoolregio) over een andere plaats op de wereld om de oppervlakte te vergelijken.

Klik (herhaaldelijk) op het vlak om het te roteren.
Ctrl-klik om de ander kant op te roteren.
De rotatie blijft niet behouden bij verschuiven.

Click (repeatedly) on the shape to rotate.
Ctrl-click to rotate the other way.
The rotation is not maintained when dragged.",https://maps.amsterdam.nl/hoegroot,PlainVectorRegion,ObjectDS,"Geometry: The layer contains three area polygons used as movable comparison shapes for Amsterdam regions, not a complete partition or tessellation of the study area. The topology hints also suggest isolated regions rather than a tiling. | Entity: The layer represents Amsterdam as a set of comparable boundary objects (municipality, agglomeration, metro region) that can be rotated and overlaid to compare area, not a full-area thematic classification or reporting lattice. The IDs are just identifiers; the decisive check is that these are discrete bounded places/units being mapped as objects.","The layer contains three area polygons used as movable comparison shapes for Amsterdam regions, not a complete partition or tessellation of the study area. The topology hints also suggest isolated regions rather than a tiling.","The layer represents Amsterdam as a set of comparable boundary objects (municipality, agglomeration, metro region) that can be rotated and overlaid to compare area, not a full-area thematic classification or reporting lattice. The IDs are just identifiers; the decisive check is that these are discrete bounded places/units being mapped as objects.","PlainVectorRegion -> ObjectDS (regions are identifiable bounded places/units, not reporting/coverage/contour/patch areas; AmountDS rejected because numeric fields are identifiers only)",,0.95,0.97,0.93,V4_gpt
46,Honden uitren- en verbodsgebieden,Dogs run and ban areas,https://maps.amsterdam.nl/open_geodata/?k=245,https://maps.amsterdam.nl/honden,HONDEN,PlainVectorRegion,PatchDS,Hondenlosloop- en verbodsgebieden,"Overal op straat en in parken en plantsoenen moeten honden zijn aangelijnd. Tenzij met bordjes is aangegeven dat honden mogen loslopen/uitrennen (groene gebieden op de kaart) of dat honden er niet mogen komen, ook niet aangelijnd (rode gebieden op de kaart). Soms is dat in een bepaalde periode van het jaar (blauwe gebieden op de kaart).

Deze uitrengebieden, verbodsgebieden en restrictiegebieden worden door de stadsdelen vastgesteld. Speeltuinen en speelplekken, sportparken en sportplekken, schoolpleinen en zwembadjes zijn sowieso verbodsgebieden, ook als ze niet op deze kaart zijn aangegeven.

Vragen of opmerkingen over een bepaald uitlaatgebied kunnen worden gemaild aan de gebiedsmakelaar van de buurt waarin dit gebied gelegen is. Deze gebiedsmakelaars zijn te vinden op de gemeentelijke pagina: https://www.amsterdam.nl/buurten/

Deze kaart is niet juridisch leidend of bindend.",https://maps.amsterdam.nl/honden,PlainVectorRegion,PatchDS,"Geometry: The layer contains standalone dog-leash/running/ban zones, not a full area partition. Polygon topology shows very low shared boundaries and fill ratios, indicating isolated regions rather than a tessellation. | Entity: The layer maps dog off-leash, ban, and restriction areas—selected bounded zones where rules apply, not reporting units or full-area coverage. The decisive branch is the region PatchDS check for policy/restriction areas.","The layer contains standalone dog-leash/running/ban zones, not a full area partition. Polygon topology shows very low shared boundaries and fill ratios, indicating isolated regions rather than a tessellation.","The layer maps dog off-leash, ban, and restriction areas—selected bounded zones where rules apply, not reporting units or full-area coverage. The decisive branch is the region PatchDS check for policy/restriction areas.",Region Q9 PatchDS,,0.975,0.97,0.98,V4_gpt
47,Hoofdgroenstructuur (HGS),Main Green Structure,https://maps.amsterdam.nl/open_geodata/?k=55,https://maps.amsterdam.nl/hoofdgroenstructuur,HOOFDGROENSTRUCTUUR,PlainVectorRegion,ObjectDS,Hoofdgroenstructuur,"De Hoofdgroenstructuur omvat de minimaal benodigde hoeveelheid groen die Amsterdam wil borgen, bestaande uit gebieden die waardevol zijn voor de stad en de metropool. Zij vervullen een onmisbare functie voor groene recreatie, verbetering leefklimaat, waterhuishouding, hittedemping, verbetering luchtkwaliteit, biodiversiteit en voedselproductie. Behoud van cultuurhistorische waarden en een gevarieerd totaalaanbod aan groen zijn belangrijke aspecten.

In de Hoofdgroenstructuur zijn die gebieden opgenomen waar de functies groen en groene recreatie voorop staan. Woningbouw, werkgerelateerde functies, wegenaanleg of het vestigen van voorzieningen die verkeer aantrekken of die ten koste gaan van groen zijn niet in overeenstemming met de doelstellingen van de structuurvisie. Ingrepen die de recreatieve gebruikswaarde en/of de natuurwaarde of andere functies van het groen verhogen worden juist gestimuleerd.

Ingrepen in de Hoofdgroenstructuur worden door de Technische Adviescommissie Hoofdgroenstructuur (TAC) op inpasbaarheid beoordeeld. De TAC is een externe commissie samengesteld uit deskundigen op het gebied van landschap(sarchitectuur), cultuurhistorie, ecologie, recreatie, beleving, stedenbouw, groenbeheer, sport, volkstuinen en natuur- en milieueducatie. De beoordelingscriteria zijn opgenomen in tabellen (zie pagina 245) van de structuurvisie. Daarin staat per groentype aangegeven welke ingrepen wel en niet zijn toegestaan. De gebieden zijn terug te vinden op deze interactieve kaart van de Hoofdgroenstructuur.


Gebruik van de kaart en TAC adviezen

Om de adviezen zichtbaar te maken dient zowel een jaar als een thema te worden aangevinkt in de legenda. In 2012 zijn ten opzichte van de vorige versie van de Hoofdgroenstructuurkaart de nodige aanpassingen gedaan met als resultaat een netto-uitbreiding van Hoofdgroenstructuur met 745 hectare. Er zijn echter ook enkele delen uitgehaald. Enkele oudere TAC adviezen vallen daardoor buiten de huidige Hoofdgroenstructuur.

Meer informatie over de Structuurvisie vindt u hier
Meer informatie over de TAC vindt u hier

Voor inhoudelijke vragen kunt u terecht bij het secretariaat: secretariaatTAC@amsterdam.nl",https://maps.amsterdam.nl/hoofdgroenstructuur,PlainVectorRegion,CoverageDS,"Geometry: The layer is a set of polygon areas for Amsterdam’s Main Green Structure, but it represents designated green regions rather than a complete tessellated partition of the city. The topology hints and description indicate mostly separate thematic areas, so PlainVectorRegion fits best. | Entity: The layer maps the Hoofdgroenstructuur as a thematic green-structure classification over many polygons, with repeated category fields (Groentype, SELECTIE, PDF) and named groentypes; the polygons represent full-area thematic coverage rather than discrete objects or a pure numeric measure.","The layer is a set of polygon areas for Amsterdam’s Main Green Structure, but it represents designated green regions rather than a complete tessellated partition of the city. The topology hints and description indicate mostly separate thematic areas, so PlainVectorRegion fits best.","The layer maps the Hoofdgroenstructuur as a thematic green-structure classification over many polygons, with repeated category fields (Groentype, SELECTIE, PDF) and named groentypes; the polygons represent full-area thematic coverage rather than discrete objects or a pure numeric measure.",Region Q5 CoverageDS,,0.885,0.86,0.91,V4_gpt
