RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTGeometryReasoningSummary,GPTEntityReasoningSummary,GPTEntityDecisiveRule,GPTError,GPTConfidence,GPTGeometryConfidence,GPTEntityConfidence,RunID
39,Geluidscontouren verkeer (deel 1),Noise contours traffic (part 1),https://maps.amsterdam.nl/open_geodata/?k=267,https://maps.amsterdam.nl/geluid1,GELUID_VERKEER,PlainVectorRegion,ContourDS,Geluidskaart 2021,"Op de Geluidskaart Amsterdam is de (berekende) geluidbelasting weergegeven voor de belangrijkste verkeersbronnen in de stad. De geluidsbelasting (in decibellen oftewel dB) is voor twee situaties weergegeven:

de gemiddelde geluidsbelasting over het etmaal, uitgedrukt in de Europese geluidsmaat Lden (Lday-evening-night).
de gemiddelde geluidsbelasting in de nachtperiode (van 23 uur tot 7 uur), uitgedrukt in de Europese geluidsmaat Lnight. Nachtelijk lawaai in onze woonomgeving kan de slaap verstoren.
Alleen voor industrielawaai wordt nog een Nederlandse geluidsmaat - de etmaalwaarde - gebruikt, die weergegeven wordt in dB(A). Onderstaand worden de verschillende begrippen nader verklaard.
U kunt in het invoerveld rechtsboven de geluidskaarten ook een adres invoeren om bijvoorbeeld de situatie voor uw eigen woonomgeving weer te geven.


Beschrijving van de opgenomen kaarten

Wegverkeer
Bij de berekeningen voor wegverkeer is uitgegaan van de verkeersintensiteiten op de wegen zoals die door de afdeling Verkeer en Openbare ruime (VOR) zijn geregistreerd. Per weg is daarbij aangegeven hoeveel motoren, personenauto’s, bussen, middelzware en zware vrachtauto’s gemiddeld per uur gedurende de dag- avond- en nachtperiode passeren. Aan de hand van het soort wegdekverharding (asfalt, klinkers), de wettelijk toegestane rijsnelheid en de eventuele aanwezigheid van geluidsschermen is de geluidbelasting in de omgeving van de weg berekend. Wegverkeerslawaai omvat het totale geluid van motoren, auto’s, bussen, vrachtwagens én trams.

Railverkeer en luchtvaartlawaai
Voor railverkeer- en luchtvaartlawaai zijn de gegevens beschikbaar gesteld door de bronbeheerders, te weten ProRail en het ministerie van Infrastructuur en Milieu.

Industrielawaai
Voor industrielawaai zijn de geluidniveaus ook weergegeven vanaf 55 dB (Lden) en vanaf 50 dB (Lnight). Ook is de grens van de gezoneerde industrieterreinen aangegeven alsmede de terreinafbakening van de 55 dB-inrichtingen. 


Verklaring van begrippen

dB of dB(A)
Met deze afkorting wordt `decibel` bedoeld. Het is de eenheid waarmee de sterkte van het geluid wordt uitgedrukt. In de wetgeving wordt een onderscheid gemaakt tussen dB en dB(A). Met dB worden de decibels bedoeld die zijn uitgedrukt in de Europese geluidsmaat Lden terwijl met dB(A) de decibels worden uitgedrukt als etmaalwaarde.

Lden
Lden is een manier om de jaargemiddelde geluidsbelasting uit te drukken. Deze dosismaat wordt gebruikt voor omgevingslawaai. Sinds 2004 zijn alle Europese landen verplicht om de Lden te gebruiken. Voor Lden wordt het etmaal verdeeld in een:

Dagperiode van 07.00 - 19.00 uur
Avondperiode van 19.00 - 23.00 uur
Nachtperiode van 23.00 - 07.00 uur.
Bij het geluid in de avond en de nachtperiode wordt 5 resp. 10 dB opgeteld omdat geluid in deze perioden hinderlijker is dan overdag. Tenslotte worden deze waarden `logaritmisch` gemiddeld. Het resultaat wordt Lden genoemd. Het wordt gebruikt om de hinder in beeld te brengen.

Lnight
Met Lnight wordt de geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur) bedoeld. Hiermee wordt de mate van slaapverstoring in beeld gebracht.

Etmaalwaarde
Ook de etmaalwaarde is een manier om de geluidsbelasting uit te drukken. Het is echter geen jaargemiddelde maar de hoogste waarde van de volgende drie:

de geluidsbelasting gedurende de dagperiode (07.00 - 19.00 uur)
de geluidsbelasting gedurende de avondperiode (19.00 - 23.00 uur), vermeerderd met een toeslag van 5 dB(A)
De geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur), vermeerderd met een toeslag van 10 dB(A).
In de Nederlandse wetgeving en ook in de geluidskaarten wordt alleen nog voor industrielawaai de etmaalwaarde voorgeschreven. Voor alle andere bronnen wordt uitgegaan van de Europese geluidsmaat (de Lden).",https://maps.amsterdam.nl/geluid,VectorTessellation,ContourDS,"Geometry: The dataset represents noise contours, which typically partition an area into discrete bands based on decibel thresholds. High shared boundary ratios and significant adjacent polygon counts strongly indicate a tessellated structure rather than isolated polygons. | Entity: The map depicts 'noise contours' (geluidscontouren) representing discrete value bands (e.g., >70 dB, 60-65 dB) of noise intensity. In the decision tree, regions that represent interval, band, or contour zones are classified as ContourDS.","The dataset represents noise contours, which typically partition an area into discrete bands based on decibel thresholds. High shared boundary ratios and significant adjacent polygon counts strongly indicate a tessellated structure rather than isolated polygons.","The map depicts 'noise contours' (geluidscontouren) representing discrete value bands (e.g., >70 dB, 60-65 dB) of noise intensity. In the decision tree, regions that represent interval, band, or contour zones are classified as ContourDS.",Region Q6 ContourDS,,0.9,0.9,0.9,V4_gemini
40,Geluidscontouren verkeer (deel 2),Noise contours traffic (part 2),https://maps.amsterdam.nl/open_geodata/?k=134,https://maps.amsterdam.nl/geluid,GELUID_VERKEER_2,PlainVectorRegion,ContourDS,Geluidskaart 2021,"Op de Geluidskaart Amsterdam is de (berekende) geluidbelasting weergegeven voor de belangrijkste verkeersbronnen in de stad. De geluidsbelasting (in decibellen oftewel dB) is voor twee situaties weergegeven:

de gemiddelde geluidsbelasting over het etmaal, uitgedrukt in de Europese geluidsmaat Lden (Lday-evening-night).
de gemiddelde geluidsbelasting in de nachtperiode (van 23 uur tot 7 uur), uitgedrukt in de Europese geluidsmaat Lnight. Nachtelijk lawaai in onze woonomgeving kan de slaap verstoren.
Alleen voor industrielawaai wordt nog een Nederlandse geluidsmaat - de etmaalwaarde - gebruikt, die weergegeven wordt in dB(A). Onderstaand worden de verschillende begrippen nader verklaard.
U kunt in het invoerveld rechtsboven de geluidskaarten ook een adres invoeren om bijvoorbeeld de situatie voor uw eigen woonomgeving weer te geven.


Beschrijving van de opgenomen kaarten

Wegverkeer
Bij de berekeningen voor wegverkeer is uitgegaan van de verkeersintensiteiten op de wegen zoals die door de afdeling Verkeer en Openbare ruime (VOR) zijn geregistreerd. Per weg is daarbij aangegeven hoeveel motoren, personenauto’s, bussen, middelzware en zware vrachtauto’s gemiddeld per uur gedurende de dag- avond- en nachtperiode passeren. Aan de hand van het soort wegdekverharding (asfalt, klinkers), de wettelijk toegestane rijsnelheid en de eventuele aanwezigheid van geluidsschermen is de geluidbelasting in de omgeving van de weg berekend. Wegverkeerslawaai omvat het totale geluid van motoren, auto’s, bussen, vrachtwagens én trams.

Railverkeer en luchtvaartlawaai
Voor railverkeer- en luchtvaartlawaai zijn de gegevens beschikbaar gesteld door de bronbeheerders, te weten ProRail en het ministerie van Infrastructuur en Milieu.

Industrielawaai
Voor industrielawaai zijn de geluidniveaus ook weergegeven vanaf 55 dB (Lden) en vanaf 50 dB (Lnight). Ook is de grens van de gezoneerde industrieterreinen aangegeven alsmede de terreinafbakening van de 55 dB-inrichtingen. 


Verklaring van begrippen

dB of dB(A)
Met deze afkorting wordt `decibel` bedoeld. Het is de eenheid waarmee de sterkte van het geluid wordt uitgedrukt. In de wetgeving wordt een onderscheid gemaakt tussen dB en dB(A). Met dB worden de decibels bedoeld die zijn uitgedrukt in de Europese geluidsmaat Lden terwijl met dB(A) de decibels worden uitgedrukt als etmaalwaarde.

Lden
Lden is een manier om de jaargemiddelde geluidsbelasting uit te drukken. Deze dosismaat wordt gebruikt voor omgevingslawaai. Sinds 2004 zijn alle Europese landen verplicht om de Lden te gebruiken. Voor Lden wordt het etmaal verdeeld in een:

Dagperiode van 07.00 - 19.00 uur
Avondperiode van 19.00 - 23.00 uur
Nachtperiode van 23.00 - 07.00 uur.
Bij het geluid in de avond en de nachtperiode wordt 5 resp. 10 dB opgeteld omdat geluid in deze perioden hinderlijker is dan overdag. Tenslotte worden deze waarden `logaritmisch` gemiddeld. Het resultaat wordt Lden genoemd. Het wordt gebruikt om de hinder in beeld te brengen.

Lnight
Met Lnight wordt de geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur) bedoeld. Hiermee wordt de mate van slaapverstoring in beeld gebracht.

Etmaalwaarde
Ook de etmaalwaarde is een manier om de geluidsbelasting uit te drukken. Het is echter geen jaargemiddelde maar de hoogste waarde van de volgende drie:

de geluidsbelasting gedurende de dagperiode (07.00 - 19.00 uur)
de geluidsbelasting gedurende de avondperiode (19.00 - 23.00 uur), vermeerderd met een toeslag van 5 dB(A)
De geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur), vermeerderd met een toeslag van 10 dB(A).
In de Nederlandse wetgeving en ook in de geluidskaarten wordt alleen nog voor industrielawaai de etmaalwaarde voorgeschreven. Voor alle andere bronnen wordt uitgegaan van de Europese geluidsmaat (de Lden).",https://maps.amsterdam.nl/geluid,VectorTessellation,ContourDS,"Geometry: The dataset represents noise contours, which are area-based partitions of geographic space. The high shared_boundary_ratio (0.8551) and the nature of the data (thematic classification of noise levels across the city) indicate a tessellation structure. | Entity: The map represents noise contours (Geluidscontouren) as thematic bands indicating decibel ranges. The data is partitioned into distinct interval-based classes (e.g., 50-55 dB, 55-60 dB), which is the defining characteristic of a ContourDS layer. Although the data is stored in a tessellated format, the phenomenon described is an exhaustive classification of spatial bands representing a continuous noise field.","The dataset represents noise contours, which are area-based partitions of geographic space. The high shared_boundary_ratio (0.8551) and the nature of the data (thematic classification of noise levels across the city) indicate a tessellation structure.","The map represents noise contours (Geluidscontouren) as thematic bands indicating decibel ranges. The data is partitioned into distinct interval-based classes (e.g., 50-55 dB, 55-60 dB), which is the defining characteristic of a ContourDS layer. Although the data is stored in a tessellated format, the phenomenon described is an exhaustive classification of spatial bands representing a continuous noise field.",Region Q6 ContourDS,,0.925,0.95,0.9,V4_gemini
41,Verkiezingen Gemeenteraad 2018,Elections Municipality 2018,https://maps.amsterdam.nl/open_geodata/?k=250,https://maps.amsterdam.nl/gemeenteraad2018,GEMEENTERAAD2018,PointDS,ObjectDS,Atlas Verkiezingen,"In deze Atlas Verkiezingen zijn de kaarten met uitslagen per stemlocaties van verschillende verkiezingen samengevoegd.

De cirkelgroottes zijn tussen de verkiezingen onderling vergelijkbaar.
Dat betekent dat eenzelfde cirkelgrootte bij elke verkiezing hetzelfde aantal of dezelfde verhouding voorstelt. 
De cirkelgroottes tussen Amsterdam en Zaanstad zijn verschillend, omdat de gebiedsgrootte verschillend is er er verder op Zaanstad is ingezoomd.
Voor de berekening van de cirkelgrootte van aantallen is een lineaire schaal gebruikt. Hierdoor worden verschillen tussen weinig en veel stemmen wat uitvergroot. 
Voor de leesbaarheid van de taartpunt-grafiekjes is een vierkantswortel schaal gebruikt, die de verschillen wat middelen.

De kaarten zijn individueel te bekijken op:
2024 - Europees Parlement
2023 - Tweede Kamer
2023 - Provinciale Staten
2022 - Gemeenteraad
2021 - Tweede Kamer
2019 - Europees Parlement
2019 - Provinciale Staten
2018 - Gemeenteraad
2017 - Tweede Kamer

Zie ook de Atlas Verkiezingen Zaanstad",https://maps.amsterdam.nl/atlas_verkiezingen,PointDS,ObjectDS,"Geometry: The dataset contains points representing election polling locations and uses circle sizes (proportional symbols) to visualize vote counts and results, which is a classic point-based dataset. | Entity: The map displays election results at specific polling locations ('Stembureau', 'Stemlocatie'). Although the layer contains numerous numeric attributes representing votes and percentages (which led to a high amount-based keyword score), these points represent discrete, identifiable facilities (the polling stations) where the elections took place. According to the entity rules, facilities/places with numeric attributes should be classified as ObjectDS rather than AmountDS.","The dataset contains points representing election polling locations and uses circle sizes (proportional symbols) to visualize vote counts and results, which is a classic point-based dataset.","The map displays election results at specific polling locations ('Stembureau', 'Stemlocatie'). Although the layer contains numerous numeric attributes representing votes and percentages (which led to a high amount-based keyword score), these points represent discrete, identifiable facilities (the polling stations) where the elections took place. According to the entity rules, facilities/places with numeric attributes should be classified as ObjectDS rather than AmountDS.",Point Amount check: is the point layer mainly mapping a numeric magnitude rather than mapping point objects that merely have numeric attributes?,,0.95,1.0,0.9,V4_gemini
42,Groene daken,Green roofs,https://maps.amsterdam.nl/open_geodata/?k=51,https://maps.amsterdam.nl/groene_daken,GROENE_DAKEN,PointDS,ObjectDS,Groene en multifunctionele daken,Op deze kaart vind je een overzicht van groene en multifunctionele daken in Amsterdam. Staat je dak er nog niet bij? Laat het ons dan weten. Dan zetten we jouw dak erbij.,https://maps.amsterdam.nl/dakenlandschap,PointDS,ObjectDS,"Geometry: The dataset represents individual green roofs in Amsterdam using point locations, confirmed by the geometry_type_counts showing only Points. | Entity: Each point represents a distinct, real-world facility or site (a green roof) with specific attributes like address, roof type, and construction year. These are clearly identifiable, managed assets, not measurements, networks, or purely numeric amounts. Therefore, it is classified as ObjectDS.","The dataset represents individual green roofs in Amsterdam using point locations, confirmed by the geometry_type_counts showing only Points.","Each point represents a distinct, real-world facility or site (a green roof) with specific attributes like address, roof type, and construction year. These are clearly identifiable, managed assets, not measurements, networks, or purely numeric amounts. Therefore, it is classified as ObjectDS.",Region Q7 ObjectDS,,0.975,1.0,0.95,V4_gemini
43,Grondgebruik 2017,Land use 2017,https://maps.amsterdam.nl/open_geodata/?k=152,https://maps.amsterdam.nl/grondgebruik,GRONDGEBRUIK_2017,VectorTessellation,CoverageDS,,,,VectorTessellation,CoverageDS,"Geometry: The layer represents 'Grondgebruik' (Land use), which by definition partitions the entire study area into mutually exclusive zones. High shared boundary ratio and high adjacency counts confirm it is a complete topological tessellation. | Entity: The dataset represents a comprehensive land-use classification (Grondgebruik) for Amsterdam, which covers the entire city surface with no gaps, characterized by thematic categorical fields (AMScode, CBScode1, CBScode2). This exhaustive thematic classification is the standard definition for CoverageDS.","The layer represents 'Grondgebruik' (Land use), which by definition partitions the entire study area into mutually exclusive zones. High shared boundary ratio and high adjacency counts confirm it is a complete topological tessellation.","The dataset represents a comprehensive land-use classification (Grondgebruik) for Amsterdam, which covers the entire city surface with no gaps, characterized by thematic categorical fields (AMScode, CBScode1, CBScode2). This exhaustive thematic classification is the standard definition for CoverageDS.",Region Q5 CoverageDS,,0.975,1.0,0.95,V4_gemini
44,Historische bebouwing,Historical buildings,https://maps.amsterdam.nl/open_geodata/?k=118,https://maps.amsterdam.nl/archeologie,HISTORISCHE_BEBOUWING,PointDS,ObjectDS,Publiekskaart Archeologie,"Amsterdam kent een rijke verzameling aan archeologische vindplaatsen. Dit kunnen losse voorwerpen of scherven zijn maar ook allerlei structuren zoals afval- en ophogingslagen, funderingen, kelders, beerputten, verdedigingsmuren of gedempte waterwegen. Deze archeologische sporen zijn bijzonder omdat ze verbonden zijn met het dagelijkse leven vanaf het allereerste begin van de stad. De afgelopen 45 jaar heeft Monumenten en Archeologie bij bouwprojecten overal in de stad onderzoek uitgevoerd. Op deze kaart worden een selectie van vindplaatsen online toegankelijk gemaakt, in combinatie met vijf historische kaarten als onderlegger. 

Ieder vlakje op de kaart geeft een doorkijk naar de geschiedenis van die specifieke plek. Door op één van deze archeologische locaties te klikken verschijnen het adres, gegevens over het onderzoek en de vondsten, een foto en een verwijzing naar meer achtergrondinformatie. 

Disclaimer
De inhoud van deze kaart is niet volledig en niet up-to-date. De informatie is bedoeld voor een breed publiek en niet voor professionals
Monumenten en Archeologie (MenA) is de bronhouder van de aangeboden kaartlagen en dient vermeld te worden indien u verwijst naar deze kaartlagen.",https://maps.amsterdam.nl/archeologie,PointDS,ObjectDS,"Geometry: The geometry_type_counts indicates all 200 features are points, and the map layer describes individual historical sites and archaeological findings represented as selectable locations on the map. | Entity: The map depicts specific historical buildings and archaeological sites. Each point is a distinct, identifiable real-world object (e.g., Oude Kerk, Haarlemmerpoort), which aligns with the ObjectDS entity definition. While numeric and temporal fields are present, they are attributes of these objects rather than the main mapped phenomenon.","The geometry_type_counts indicates all 200 features are points, and the map layer describes individual historical sites and archaeological findings represented as selectable locations on the map.","The map depicts specific historical buildings and archaeological sites. Each point is a distinct, identifiable real-world object (e.g., Oude Kerk, Haarlemmerpoort), which aligns with the ObjectDS entity definition. While numeric and temporal fields are present, they are attributes of these objects rather than the main mapped phenomenon.",Region Q7 ObjectDS,,0.975,1.0,0.95,V4_gemini
45,Hoe groot is Amsterdam,How big is Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=166,https://maps.amsterdam.nl/hoegroot,HOEGROOT,PlainVectorRegion,ObjectDS,Hoe groot is Amsterdam?,"Verschuif de grenzen van Amsterdam (gemeente, agglomeratie, metropoolregio) over een andere plaats op de wereld om de oppervlakte te vergelijken.

Klik (herhaaldelijk) op het vlak om het te roteren.
Ctrl-klik om de ander kant op te roteren.
De rotatie blijft niet behouden bij verschuiven.

Click (repeatedly) on the shape to rotate.
Ctrl-click to rotate the other way.
The rotation is not maintained when dragged.",https://maps.amsterdam.nl/hoegroot,PlainVectorRegion,ObjectDS,"Geometry: The dataset contains only three polygons representing specific administrative areas (municipality, agglomeration, metropolitan region) used for comparative visualization, rather than a tessellation covering a study area. | Entity: The dataset represents specific geometric shapes of Amsterdam's administrative regions (municipality, agglomeration, metropolis) used as interactive tools to compare sizes on a map. They are distinct, identifiable bounded places rather than reporting units (LatticeDS), thematic classifications (CoverageDS), or phenomenon patches (PatchDS).","The dataset contains only three polygons representing specific administrative areas (municipality, agglomeration, metropolitan region) used for comparative visualization, rather than a tessellation covering a study area.","The dataset represents specific geometric shapes of Amsterdam's administrative regions (municipality, agglomeration, metropolis) used as interactive tools to compare sizes on a map. They are distinct, identifiable bounded places rather than reporting units (LatticeDS), thematic classifications (CoverageDS), or phenomenon patches (PatchDS).",Region Q7 ObjectDS,,0.925,0.95,0.9,V4_gemini
46,Honden uitren- en verbodsgebieden,Dogs run and ban areas,https://maps.amsterdam.nl/open_geodata/?k=245,https://maps.amsterdam.nl/honden,HONDEN,PlainVectorRegion,PatchDS,Hondenlosloop- en verbodsgebieden,"Overal op straat en in parken en plantsoenen moeten honden zijn aangelijnd. Tenzij met bordjes is aangegeven dat honden mogen loslopen/uitrennen (groene gebieden op de kaart) of dat honden er niet mogen komen, ook niet aangelijnd (rode gebieden op de kaart). Soms is dat in een bepaalde periode van het jaar (blauwe gebieden op de kaart).

Deze uitrengebieden, verbodsgebieden en restrictiegebieden worden door de stadsdelen vastgesteld. Speeltuinen en speelplekken, sportparken en sportplekken, schoolpleinen en zwembadjes zijn sowieso verbodsgebieden, ook als ze niet op deze kaart zijn aangegeven.

Vragen of opmerkingen over een bepaald uitlaatgebied kunnen worden gemaild aan de gebiedsmakelaar van de buurt waarin dit gebied gelegen is. Deze gebiedsmakelaars zijn te vinden op de gemeentelijke pagina: https://www.amsterdam.nl/buurten/

Deze kaart is niet juridisch leidend of bindend.",https://maps.amsterdam.nl/honden,PlainVectorRegion,PatchDS,"Geometry: The map layer represents specific areas (dog runs, prohibited zones) which are distinct, isolated features rather than a continuous partition of the entire urban landscape. Low shared boundary ratios and the nature of the data as discrete thematic polygons confirm this is not a tessellation. | Entity: The map features represent specific regulatory zones (dog run areas, ban areas, and seasonal restriction areas). These are bounded zones where specific city policies regarding dogs apply, rather than being discrete real-world objects, reporting units, or an exhaustive full-area land-use coverage. Therefore, the PatchDS entity classification is most appropriate.","The map layer represents specific areas (dog runs, prohibited zones) which are distinct, isolated features rather than a continuous partition of the entire urban landscape. Low shared boundary ratios and the nature of the data as discrete thematic polygons confirm this is not a tessellation.","The map features represent specific regulatory zones (dog run areas, ban areas, and seasonal restriction areas). These are bounded zones where specific city policies regarding dogs apply, rather than being discrete real-world objects, reporting units, or an exhaustive full-area land-use coverage. Therefore, the PatchDS entity classification is most appropriate.",Region Q9 PatchDS,,0.925,0.95,0.9,V4_gemini
47,Hoofdgroenstructuur (HGS),Main Green Structure,https://maps.amsterdam.nl/open_geodata/?k=55,https://maps.amsterdam.nl/hoofdgroenstructuur,HOOFDGROENSTRUCTUUR,PlainVectorRegion,ObjectDS,Hoofdgroenstructuur,"De Hoofdgroenstructuur omvat de minimaal benodigde hoeveelheid groen die Amsterdam wil borgen, bestaande uit gebieden die waardevol zijn voor de stad en de metropool. Zij vervullen een onmisbare functie voor groene recreatie, verbetering leefklimaat, waterhuishouding, hittedemping, verbetering luchtkwaliteit, biodiversiteit en voedselproductie. Behoud van cultuurhistorische waarden en een gevarieerd totaalaanbod aan groen zijn belangrijke aspecten.

In de Hoofdgroenstructuur zijn die gebieden opgenomen waar de functies groen en groene recreatie voorop staan. Woningbouw, werkgerelateerde functies, wegenaanleg of het vestigen van voorzieningen die verkeer aantrekken of die ten koste gaan van groen zijn niet in overeenstemming met de doelstellingen van de structuurvisie. Ingrepen die de recreatieve gebruikswaarde en/of de natuurwaarde of andere functies van het groen verhogen worden juist gestimuleerd.

Ingrepen in de Hoofdgroenstructuur worden door de Technische Adviescommissie Hoofdgroenstructuur (TAC) op inpasbaarheid beoordeeld. De TAC is een externe commissie samengesteld uit deskundigen op het gebied van landschap(sarchitectuur), cultuurhistorie, ecologie, recreatie, beleving, stedenbouw, groenbeheer, sport, volkstuinen en natuur- en milieueducatie. De beoordelingscriteria zijn opgenomen in tabellen (zie pagina 245) van de structuurvisie. Daarin staat per groentype aangegeven welke ingrepen wel en niet zijn toegestaan. De gebieden zijn terug te vinden op deze interactieve kaart van de Hoofdgroenstructuur.


Gebruik van de kaart en TAC adviezen

Om de adviezen zichtbaar te maken dient zowel een jaar als een thema te worden aangevinkt in de legenda. In 2012 zijn ten opzichte van de vorige versie van de Hoofdgroenstructuurkaart de nodige aanpassingen gedaan met als resultaat een netto-uitbreiding van Hoofdgroenstructuur met 745 hectare. Er zijn echter ook enkele delen uitgehaald. Enkele oudere TAC adviezen vallen daardoor buiten de huidige Hoofdgroenstructuur.

Meer informatie over de Structuurvisie vindt u hier
Meer informatie over de TAC vindt u hier

Voor inhoudelijke vragen kunt u terecht bij het secretariaat: secretariaatTAC@amsterdam.nl",https://maps.amsterdam.nl/hoofdgroenstructuur,PlainVectorRegion,ObjectDS,"Geometry: The dataset represents specific, protected green areas in Amsterdam. These polygons do not form a complete, contiguous partition of the city (tessellation), but rather a collection of distinct, categorized areas of significance, fitting the definition of PlainVectorRegion. | Entity: The map depicts specific managed green spaces (parks, cemeteries, sports fields) that are individually identified and managed. While they have attributes like type and area, they are discrete, identifiable, and named real-world objects rather than exhaustive thematic coverage areas or purely reporting units. The policy-related description ('Hoofdgroenstructuur') refers to these as specific areas/assets that are assessed for usage and suitability, supporting the interpretation that these are managed objects.","The dataset represents specific, protected green areas in Amsterdam. These polygons do not form a complete, contiguous partition of the city (tessellation), but rather a collection of distinct, categorized areas of significance, fitting the definition of PlainVectorRegion.","The map depicts specific managed green spaces (parks, cemeteries, sports fields) that are individually identified and managed. While they have attributes like type and area, they are discrete, identifiable, and named real-world objects rather than exhaustive thematic coverage areas or purely reporting units. The policy-related description ('Hoofdgroenstructuur') refers to these as specific areas/assets that are assessed for usage and suitability, supporting the interpretation that these are managed objects.",Region Q7 ObjectDS,,0.875,0.9,0.85,V4_gemini
48,Iepen particulier,Elm trees - private,https://maps.amsterdam.nl/open_geodata/?k=330,https://maps.amsterdam.nl/iepen,IEPEN_PARTICULIER,PointDS,ObjectDS,Bijzondere bomen + Adviezen bescherming en beheer (CBH),"Groeikaart

Deze kaart met bijzondere bomen is een groeikaart. Momenteel wordt de lijst met bijzondere bomen gebiedsgewijs geactualiseerd en geharmoniseerd. Per stadsdeel/stadsgebied wordt de kaart steeds verder opgevuld en bijgewerkt. 

Onder de knop vastgestelde beschermstatus staan alle bomen die (her)beoordeeld worden of al opnieuw vastgesteld zijn. Hier vind je ook de (nieuw geplante) toekomstbomen.

Onder de knop geadviseerde beschermstatus staan de bomen waarbij de CBH al een actualiserings-advies heeft uitgebracht. De CBH is een door B&W benoemde onafhankelijk adviescommissie. Meer over deze commissie lees je rechtsonder op de kaart onder Bijzondere bomen en de adviescommissie CBH.

Door het op de kaart aanklikken van een boom, zie je meer informatie en kan je extra informatie downloaden (N.B. dat kan nu dus nog niet bij alle bomen). Niet alle bomen op deze kaart staan al precies op de juiste plek, maar ze staan dan wel in de buurt van hun werkelijke locatie.",https://maps.amsterdam.nl/bomen_bijzonder,PointDS,ObjectDS,"Geometry: The map layer represents individual trees located at specific points. The geometry_type_counts confirms only Point objects, and the description explicitly refers to clicking on a tree for information. | Entity: The map represents individual trees (elm trees), which are discrete real-world objects. The numeric attributes like plant year and diameter are characteristics of these objects, not the primary phenomena being measured (which would require AmountDS) or samples of a continuous field (PointMeasuresDS). Following the decision tree for PointDS, each feature represents a countable, real-world thing.","The map layer represents individual trees located at specific points. The geometry_type_counts confirms only Point objects, and the description explicitly refers to clicking on a tree for information.","The map represents individual trees (elm trees), which are discrete real-world objects. The numeric attributes like plant year and diameter are characteristics of these objects, not the primary phenomena being measured (which would require AmountDS) or samples of a continuous field (PointMeasuresDS). Following the decision tree for PointDS, each feature represents a countable, real-world thing.","Branch A, Q4, Answer A (ObjectDS)",,0.95,1.0,0.9,V4_gemini
49,Jongeren- en Studentenhuisvesting,Youth and Student Housing,https://maps.amsterdam.nl/open_geodata/?k=115,https://maps.amsterdam.nl/jongerenstudentenhuisvesting,JONGERENSTUDENTENHUISVESTING,PointDS,ObjectDS,,,,PointDS,ObjectDS,"Geometry: The dataset contains 128 point features representing specific locations of youth and student housing projects in Amsterdam, which fits the PointDS definition. | Entity: The map displays distinct, identifiable student and youth housing projects (facilities). Although the dataset includes a numeric field ('Aantal_woningen'), this field is an attribute of the housing facilities themselves, not the primary mapped phenomenon. Therefore, ObjectDS is the most appropriate entity classification for these identifiable real-world objects.","The dataset contains 128 point features representing specific locations of youth and student housing projects in Amsterdam, which fits the PointDS definition.","The map displays distinct, identifiable student and youth housing projects (facilities). Although the dataset includes a numeric field ('Aantal_woningen'), this field is an attribute of the housing facilities themselves, not the primary mapped phenomenon. Therefore, ObjectDS is the most appropriate entity classification for these identifiable real-world objects.",Region Q7 ObjectDS,,0.95,1.0,0.9,V4_gemini
